,plant_type,plant_name,latitude,longitude,capacity
3911,solar,Shanxi Pingshun Longxi Zhangze solar farm,36.0599,113.4209,30
3912,solar,"Shanxi Province Changzhi Licheng ""Front Runner"" solar farm",36.5782,113.39,250
3913,solar,Shanxi Province Changzhi Machangzhen Lu'an solar farm,36.317,113.1209,50
3914,solar,"Shanxi Province Changzhi Pingshun ""Front Runner"" solar farm",36.2053,113.3266,250
3915,solar,Shanxi Province Datong Dangliuzhuang Xiexin solar farm,39.9793,113.4365,20
3916,solar,Shanxi Province Datong Gaoshanzhen Xiaoyaotou solar farm,40.0757,113.0403,100
3917,solar,Shanxi Province Datong Gaoshanzhen solar project,40.0755,112.9771,100
3918,solar,Shanxi Province Datong Hunyuan Caicunzhen solar farm,39.7858,113.6573,100
3919,solar,Shanxi Province Datong Hunyuan solar farm,39.6845,113.6199,300
3920,solar,Shanxi Province Datong Southern Suburb Ya'erya solar farm,39.9661,112.9934,100
3921,solar,Shanxi Province Datong Yungang Gaoshan Nanyanglu solar farm,40.0088,112.9771,100
3922,solar,Shanxi Province Datong Yungang Mayingwa solar farm,40.1069,113.1111,50
3923,solar,Shanxi Province Datong Yungang Sandaogou solar farm,40.1071,113.098,50
3924,solar,Shanxi Province Datong Yungang Wutaiwan solar farm,40.0899,113.081,50
3925,solar,Shanxi Province Datong Yungang Xinwangzhuang solar farm,40.0704,113.1305,100
3926,solar,Shanxi Province Fenyang Jiajiazhuang solar farm,37.2945,111.81,50
3927,solar,Shanxi Province Hejin Lu'an solar farm,35.6814,110.6722,50
3928,solar,Shanxi Province Huairen Jinneng solar farm,39.8898,113.0115,100
3929,solar,Shanxi Province Jiaokou Shuitouzhen solar farm,36.9824,111.1829,300
3930,solar,Shanxi Province Jinzhong Shouyang Area 1 solar farm,37.7308,113.2198,100
3931,solar,Shanxi Province Jinzhong Shouyang Area 2 solar farm,37.6322,113.217,100
3932,solar,Shanxi Province Jinzhong Shouyang Area 3 solar farm,37.7067,112.9192,100
3933,solar,Shanxi Province Jinzhong Shouyang Area 4 solar farm,37.8241,113.1594,100
3934,solar,Shanxi Province Jinzhong Shouyang Area 5 solar farm,37.7535,113.1213,100
3935,solar,Shanxi Province Shanyin Mayingzhuang solar farm,39.3645,112.9881,50
3936,solar,Shanxi Province Shuozhou Youyu solar farm,40.01,112.594,50
3937,solar,Shanxi Province Taiyuan Yangqu solar farm,38.0544,112.9253,100
3938,solar,Shanxi Province Tianzhen Shatunpu solar farm,40.4499,113.9795,65
3939,solar,Shanxi Province Tianzhen Shuimokou solar farm,40.4611,113.9794,50
3940,solar,Shanxi Province Xinrong District Datang solar farm,40.1763,113.1635,100
3941,solar,Shanxi Province Xinzhou Xinfu District Jinshan Industrial Park Hengneng solar farm,38.5325,112.7482,50
3942,solar,Shanxi Province Xinzhou Xinfu District Taike solar farm,38.5608,112.8267,50
3943,solar,Shanxi Province Yanggao Longquan solar farm,40.4169,113.7591,50
3944,solar,Shanxi Province Yanggao Shanxi Aoshixiang solar farm,39.9963,113.9187,70
3945,solar,Shanxi Province Yangquan Hedizhen Xiaogou solar farm,37.9591,113.6089,100
3946,solar,Shanxi Province Yangquan Hedizhen Xiaoxizhuang solar farm,38.0454,113.5705,100
3947,solar,Shanxi Province Yangquan Pingding Jinko solar farm,37.824,113.771,50
3948,solar,Shanxi Province Yangquan Pingding Longzhuang solar farm,37.8867,113.7004,50
3949,solar,Shanxi Province Yangquan Pingding Shimenkou solar farm,37.7881,113.7193,100
3950,solar,Shanxi Province Yangquan Pingtanzhen solar farm,37.9,113.4744,50
3951,solar,Shanxi Province Yangquan Yijingzhen solar farm,37.9297,113.4964,50
3952,solar,Shanxi Province Yangquan Yuxian Jiajianao - Zhaojianao solar farm,38.0426,113.443,100
3953,solar,Shanxi Province Yangquan Yuxian Xiazhuangxiang solar farm,38.1548,113.5427,100
3954,solar,Shanxi Province Yuncheng Jishan Chaijiazhuang solar farm,35.6711,110.9529,50
3955,solar,Shanxi Province Yuxian Niucunzhen solar farm,38.093,113.5222,50
3956,solar,Shanxi Province Yuxian Sunjiazhuang Liujiapo solar farm,38.0965,113.5245,100
3957,solar,Shanxi Province Yuxian Xianrenxiang Donghuili solar farm,38.1214,113.5861,50
3958,solar,Shanxi Province Yuxian Zhang'erping solar farm,38.1627,113.5441,50
3959,solar,Shanxi Province Zuoyun Caojiagou solar farm,39.9936,112.8923,100
3960,solar,Shanxi Province Zuoyun Dianwanzhen Dongtiaojian solar farm,39.9829,112.8726,50
3961,solar,Shanxi Province Zuoyun Madaotou solar farm,39.8893,112.7502,100
3962,solar,Shanxi Province Zuoyun Mingyang solar farm,40.0068,112.8729,50
3963,solar,Shanxi Province Zuoyun Qinjiashan solar farm,39.9572,112.9157,100
3964,solar,Shanxi Province Zuoyun Shuiyao solar farm,39.8731,112.9286,100
3965,solar,Shanxi Province Zuoyun Tashan Jiajiagou solar farm,40.0061,112.9067,100
3966,solar,Shanxi Provvince Datong Dangliuxiang Xiexin solar farm,39.9793,113.4365,60
3967,solar,Shanxi Qinshui Duanshi SPIC solar farm,35.6702,112.511,50
3968,solar,Shanxi Qinyuan Wanghezhen Lianhong solar farm,36.98,112.1673,20
3969,solar,"Shanxi Ruicheng ""Front Runner"" CECEP solar farm",34.6747,110.58,50
3970,solar,"Shanxi Ruicheng ""Front Runner"" Dongyao solar farm",34.741,110.5164,50
3971,solar,"Shanxi Ruicheng ""Front Runner"" East Shuiyu Zhongdian solar farm",34.7611,110.6295,80
3972,solar,"Shanxi Ruicheng ""Front Runner"" Huadian solar farm",34.7661,110.6794,120
3973,solar,"Shanxi Ruicheng ""Front Runner"" West Shuiyu solar farm",34.761,110.6187,100
3974,solar,"Shanxi Ruicheng ""Front Runner"" Xiyao TBEA solar farm",34.669,110.4306,50
3975,solar,Shanxi Ruicheng Monanzhen Huaneng solar farm,34.7509,110.8675,150
3976,solar,Shanxi Ruicheng Ningsheng solar farm,34.7507,110.8678,150
3977,solar,Shanxi Shanyin Heshengbao Zhongdian solar farm,39.5772,112.9108,50
3978,solar,Shanxi Shanyin Jinneng solar farm,39.4407,112.9361,80
3979,solar,Shanxi Shenchi Chuankou Guxin solar farm,39.2257,111.9238,30
3980,solar,Shanxi Shilou Peigouxiang Atsi solar farm,37.1889,110.7582,74
3981,solar,"Shanxi Shouyang ""Front Runner "" Xiluo solar farm",37.7071,112.9241,100
3982,solar,"Shanxi Shouyang ""Front Runner"" Guoke No.2 solar farm",37.6812,113.2552,100
3983,solar,"Shanxi Shouyang ""Front Runner"" Guoke No.4 solar farm",37.7342,113.0134,100
3984,solar,Shanxi Shouyang Jingshang solar farm,37.7316,113.2237,30
3985,solar,Shanxi Shuozhou Liminzhen Datang solar farm,39.3243,112.1567,20
3986,solar,Shanxi Shuozhou Shentou solar farm,39.3904,112.5774,50
3987,solar,Shanxi Taiyuan Taigangyuan solar farm,38.0149,112.4423,20
3988,solar,Shanxi Tianzhen Guqianpu Poverty Alleviation solar farm,40.4616,114.0314,40
3989,solar,Shanxi Tianzhen Huarun solar farm,40.5295,114.0969,20
3990,solar,Shanxi Tianzhen solar farm,40.5301,114.211,150
3991,solar,Shanxi Tianzheng Datang solar farm,40.3779,114.006,30
3992,solar,Shanxi Tianzheng Wujiashan Huaneng solar farm,40.2165,114.2212,20
3993,solar,Shanxi Wenxi SPIC solar farm,35.3055,111.1692,100
3994,solar,Shanxi Wuzhai Dongzhai Zhongshun solar farm,39.1468,111.6863,30
3995,solar,Shanxi Xiangyuan Beidi Longwei solar farm,36.5627,113.0871,20
3996,solar,Shanxi Xinfu Baicao Mountain Yaoneng solar farm,38.5407,112.6516,30
3997,solar,Shanxi Xinrong District Buziwanxiang Zhongneng Huatai solar farm,40.3504,113.2753,20
3998,solar,Shanxi Xinzhou Ningwu CGN solar farm,38.9159,112.2537,50
3999,solar,Shanxi Xinzhou Ningwu Shuojing solar farm,38.8175,112.2214,30
4000,solar,Shanxi Xinzhou Wutai Yingli solar farm,38.838,113.3696,50
4001,solar,Shanxi Xixian Huangtuzhen Changsheng Oriental solar farm,36.6279,111.1067,30
4002,solar,Shanxi Xiyang Dongyetouzhen Zhuo'er solar farm,37.64,113.949,20
4003,solar,Shanxi Xiyang Hufeng Sineng solar farm,37.6423,113.4228,30
4004,solar,Shanxi Yangcheng Liujiahe Datang solar farm,35.4883,112.5533,30
4005,solar,Shanxi Yanggao Weijiabao Jinneng solar farm,40.1379,113.7345,70
4006,solar,Shanxi Yangqu Dayu Longyongtai solar farm,38.1772,112.7165,20
4007,solar,Shanxi Yangqu Nengtou solar farm,38.0589,112.6725,20
4008,solar,Shanxi Yangquan Hedi CGN solar farm,38.0633,113.5653,100
4009,solar,Shanxi Yangquan Qianmuping Changsheng solar farm,37.9563,113.6111,20
4010,solar,Shanxi Yingxian Anying Jinneng solar farm,39.4921,113.0695,30
4011,solar,Shanxi Yingxian Daliuzhuang Jinneng solar farm,39.4921,113.0695,30
4012,solar,Shanxi Youyu Huayi Zhongtai solar farm,40.0022,112.601,20
4013,solar,Shanxi Youyu Niuxinbao Tongmei solar farm,40.0523,112.536,50
4014,solar,Shanxi Youyu Yangqianhe Huaguang solar farm,40.1338,112.2802,50
4015,solar,Shanxi Youyu Yangqianhe solar farm,40.069,112.2814,35
4016,solar,Shanxi Yushe Huadian zhongguang solar farm,37.0611,112.9725,20
4017,solar,Shanxi Yushe Huaneng solar farm,36.9285,112.9394,50
4018,solar,Shanxi Yushe Jichengzhen Qiyang solar farm,37.0506,113.0204,100
4019,solar,Shanxi Yuxian Liujiapo SPIC solar farm,38.1565,113.546,100
4020,solar,Shanxi Yuxian Lujiacun TBEA solar farm,38.0603,113.5089,100
4021,solar,Shanxi Yuxian Sunjiazhuang GCL solar farm,38.0148,112.4423,100
4022,solar,Shanxi Zuoquan Shixia solar farm,37.1068,113.3053,50
4023,solar,Sharp Tomatoh No Mori Solar Power Station,42.7013,141.7688,46
4024,solar,Shaulder solar farm,41.5034,69.366,50
4025,solar,Shaw Creek Solar,33.6747,-81.7544,75
4026,solar,Shawboro solar farm,36.4333,-76.0872,20
4027,solar,Sheikh Mohamed Bin Zayed solar farm,8.3078,1.0103,50
4028,solar,Sheikh Zayed Solar Power Plant,18.1528,-15.9842,15
4029,solar,Sheopur solar farm,25.6657,76.6955,50
4030,solar,Shichinohe 1 Solar Power Plant,40.7901,141.1859,27
4031,solar,Shin Chitose Kashiwadai Solar Power Plant,42.8033,141.6864,28
4032,solar,Shin-Okayama Solar Power Plant Mega Solar,34.7299,133.8508,37
4033,solar,Shirakawa Solar Park,37.0946,140.1876,74
4034,solar,Shiraoi Town Takeura Solar Power Plant,42.5547,141.3601,35
4035,solar,Shiriuchi Mega Solar 20M Power Plant,43.9865,143.4258,24
4036,solar,Shiroishi solar farm,38.3595,140.8881,28
4037,solar,Shivapuri solar farm,23.2806,77.4101,180
4038,solar,Shizukuishi solar farm,39.718,141.007,25
4039,solar,Shoe Creek Solar,34.8449,-79.3847,65
4040,solar,Shoktas solar farm,43.2874,68.2738,50
4041,solar,Shoreham Solar Commons,40.9344,-72.8885,25
4042,solar,Shotwick solar farm,53.2409,-3.0227,72
4043,solar,Sichuan Aba Mai'erma CNNC solar farm,32.901,101.9129,30
4044,solar,Sichuan Aba Ruoergai Zhuokun solar farm,31.9016,102.2229,20
4045,solar,Sichuan Abazhou Ruoergai Zhuokun solar farm,33.7614,103.0166,20
4046,solar,Sichuan Abazhou Xiaojin County Dabakou solar farm,31.0277,102.3381,50
4047,solar,Sichuan Ganzi Dege Poverty Alleviation solar farm,31.8065,98.5802,30
4048,solar,Sichuan Ganzi Seda Poverty Alleviation solar farm,32.2688,100.3319,30
4049,solar,Sichuan Ganzi Shiqu Poverty Alleviation solar farm,32.9799,98.101,30
4050,solar,Sichuan Ganzi Xiangcheng Zhengdouxiang solar farm,29.1327,99.5518,50
4051,solar,Sichuan Ganzi Xinlong Poverty Alleviation solar farm,30.9388,100.3102,20
4052,solar,Sichuan Hongyuan Qiongxi solar farm,32.7948,102.5597,20
4053,solar,Sichuan Huidong Haiba Xinneng solar farm,26.5765,102.7016,30
4054,solar,Sichuan Huili Longquan Zhaoguang solar farm,26.8585,102.2206,50
4055,solar,Sichuan Huili Zhangguanzhen Tianjian solar farm,26.5241,102.3218,20
4056,solar,Sichuan Liangshan Butuo Baoguping solar farm,27.4014,102.7284,50
4057,solar,Sichuan Liangshan Butuo Junsheng solar farm,27.3984,102.7218,20
4058,solar,Sichuan Liangshan Dechang Changsheng solar farm,27.4043,102.1811,20
4059,solar,Sichuan Liangshan Huidong Huiming solar farm,26.5616,102.4659,30
4060,solar,Sichuan Liangshan Huili Pulongcun solar farm,26.2261,102.1111,30
4061,solar,Sichuan Liangshan Puge Gantiandi solar farm,27.4364,102.7098,20
4062,solar,Sichuan Liangshan Puge Ziyue solar farm,27.4521,102.6853,30
4063,solar,Sichuan Liangshan Puhe Jiliuxiu solar farm,27.428,102.6395,30
4064,solar,Sichuan Liangshan Xide Poverty Alleviation solar farm,28.1908,102.5057,70
4065,solar,Sichuan Liangshan Yanyuan Baiwu solar farm,27.6692,101.4644,50
4066,solar,Sichuan Liangshan Yanyuan Dahexiang solar farm,27.5952,101.5576,30
4067,solar,Sichuan Liangshan Yanyuan Mianya solar farm,27.5463,101.2938,50
4068,solar,Sichuan Liangshan Zhaojue Buyuexiang solar farm,28.1768,102.8851,70
4069,solar,Sichuan Panzhihua Renhe District Baoding solar farm,26.5875,101.6131,30
4070,solar,Sichuan Panzhihua Renhe District Taipingxiang solar farm,26.5382,101.5699,20
4071,solar,Sichuan Panzhihua Renhe Jieyuan solar farm,26.5075,101.7335,30
4072,solar,Sichuan Panzhihua West District Zhulinpo solar farm,26.5956,101.5499,50
4073,solar,Sichuan Panzhihua Yanbian Hongge solar farm,26.5311,101.9295,20
4074,solar,Sichuan Provinc Xiaojin County Meixing solar farm,31.0257,102.3758,50
4075,solar,Sichuan Province Ganzi Huogulongcun solar farm,31.6259,100.0217,50
4076,solar,Sichuan Province Ganzi Luhuo County Gongtanggang solar farm,31.3219,100.8133,50
4077,solar,Sichuan Province Liangshan Shubaoxiang Three Gorges solar farm,26.1842,102.0558,20
4078,solar,Sichuan Province Panzhihua Yanbian Wanjiashan solar farm,26.599,101.8413,30
4079,solar,Sichuan Province Yanyuan County Tangniwan solar farm,27.5728,101.4041,20
4080,solar,Sichuan Province Yanyuan Sankeshu solar farm,27.637,101.5158,50
4081,solar,Sichuan Yanbian Hongge Xinneng solar farm,26.5769,101.9617,35
4082,solar,Sichuan Yanyuan Hunshuitang Jingyuan solar farm,27.4804,101.6311,30
4083,solar,Sichuan Yanyuan Mianyaxiang Hetaoyuan CGN solar farm,27.554,101.3128,50
4084,solar,Sichuan Yanyuan Tangniwan Fengguang solar farm,27.5733,101.4061,20
4085,solar,Siddapur PSEPL solar farm,16.8331,75.6975,40
4086,solar,Siddipet (Hero) solar farm,18.1111,78.9246,40
4087,solar,Siddipet (Skypower) solar farm,18.1018,78.8475,50
4088,solar,Sidrah 500 solar farm,28.89,47.71,10
4089,solar,Sierra Solar Greenworks,34.7036,-118.334,20
4090,solar,Sigma (Solaria) solar farm,41.9746,-4.3876,30
4091,solar,Sigurd Solar,38.8505,-112.005,80
4092,solar,Sik solar farm,5.8189,100.7443,30
4093,solar,Sikuan solar farm,20.3618,82.7889,30
4094,solar,Silay Solar Power Project,10.8055,122.9908,25
4095,solar,Silver State Solar Power North,35.7931,-115.35,52
4096,solar,Silver State Solar Power South,35.63,-115.32,162
4097,solar,Simcoe Solar,43.2884,-115.955,20
4098,solar,Simhadri Floating solar farm,14.8221,78.2817,25
4099,solar,Simhadri solar farm,17.5894,83.1151,25
4100,solar,Simon solar farm,33.6781,-83.6758,30
4101,solar,Sirindhorn Reservoir solar farm,15.1997,105.4437,45
4102,solar,Siruguppa solar farm,15.6317,76.893,20
4103,solar,Sishen Solar Plant,-27.5778,22.9309,94
4104,solar,Sitara solar farm,26.293,73.0355,140
4105,solar,Siwa Solar PV Plant,29.1784,25.5154,10
4106,solar,Sk Shirakawa Solar Power Plant,37.153,140.236,31
4107,solar,Skypower Telengana solar farm,17.4086,78.5986,50
4108,solar,Slagelse solar farm,55.4287,11.4452,26
4109,solar,Slate Hybrid solar farm,36.227,-119.895,300
4110,solar,Slobozia solar farm,43.876,25.888,38
4111,solar,Smart Solar Yamaguchi Aio Power Plant,34.016,131.411,24
4112,solar,Snipesville solar farm,31.7158,-82.7495,86
4113,solar,Sobrado solar farm,-9.3812,-41.8121,30
4114,solar,Sobral Photovoltaic Solar Power Plant,-8.2889,-42.3697,35
4115,solar,Softbank Hamamatsu Chukai Solar Park,34.7415,137.6075,43
4116,solar,Softbank Kagoshima Yusui Solar Park,31.9253,130.7624,32
4117,solar,Softbank Kumamoto Arao Solar Park,32.9979,130.4209,22
4118,solar,Softbank Miyazaki Kunitomi Solar Park,31.9672,131.3193,22
4119,solar,Softbank Toma East Anping Solar Park 2,42.7059,141.8021,65
4120,solar,Softbank Tomatoh Abira Solar Park,42.7217,141.7931,111
4121,solar,Softbank Tottori Yonago Solar Park,35.4776,133.2419,43
4122,solar,Softbank Yakumo Solar Park,42.3012,140.2665,102
4123,solar,Sohar Solar Qabas,24.4654,56.5559,25
4124,solar,Sol De Casaquemada solar farm,37.4303,-6.2809,50
4125,solar,Sol De Insurgentes solar farm,25.1928,-111.656,27
4126,solar,Sol De Lila Photovoltaic Solar Project,-33.4665,-70.673,163
4127,solar,Sol De Los Andes PV Solar Plant,-26.3853,-70.0478,104
4128,solar,Sol Del Desierto Solar Plant,-22.3445,-69.6616,230
4129,solar,Sol Del Loa Solar Plant Optimization Project,-22.3445,-69.6616,448
4130,solar,Sol Do Futuro Solar Plant,-3.9694,-38.3939,27
4131,solar,Sol Do Futuro Solar Plant,-3.9621,-38.3976,27
4132,solar,Sol Do Futuro Solar Plant,-3.9553,-38.395,27
4133,solar,Sol Do Sertão Solar Complex,-12.328,-42.638,20
4134,solar,Sol Do Sertão Solar Complex,-12.3253,-42.6241,27
4135,solar,Sol Do Sertão Solar Complex,-12.325,-42.6281,75
4136,solar,Sol Do Sertão Solar Complex,-12.3248,-42.6134,121
4137,solar,Sol Do Sertão Solar Complex,-12.3188,-42.6238,95
4138,solar,Sol Do Sertão Solar Complex,-12.3117,-42.6191,54
4139,solar,Sol Do São Francisco solar farm,-9.7558,-41.0014,36
4140,solar,Sol Orchard El Centro solar farm,32.8033,-115.546,20
4141,solar,Sol-Iletsk solar farm,51.0711,55.0065,25
4142,solar,Solaire Holman Solar Project,30.4551,-103.475,50
4143,solar,Solapur Netmagic solar farm,17.6578,75.9141,100
4144,solar,Solar Arrow solar farm,40.4674,21.7895,200
4145,solar,Solar Capital solar farm,46.166,34.81,35
4146,solar,Solar Energy Of Hermosillo solar farm,29.0903,-110.987,36
4147,solar,Solar Friendly City solar farm,36.6,138.65,40
4148,solar,Solar Gen 2 Solar Facility,33.08,-115.47,54
4149,solar,Solar Oasis,34.6489,-118.077,20
4150,solar,Solar Park Viborillas,20.145,-103.495,130
4151,solar,Solar Power Saijo solar farm,33.9263,133.1248,23
4152,solar,Solar Sault Ste. Marie,46.5178,-84.4271,58
4153,solar,Solar Star 1,34.8181,-118.404,248
4154,solar,Solar Star 2,34.8486,-118.353,260
4155,solar,Solar Star California,34.839,-118.387,54
4156,solar,Solar Star Oregon II,44.1843,-120.918,56
4157,solar,Solar Strong,21.4518,-157.764,24
4158,solar,Solem Solar Power Plant,21.8942,-102.076,290
4159,solar,Solverde 1 solar farm,34.6557,-118.298,85
4160,solar,Soma solar farm (Japan),37.7548,140.8904,40
4161,solar,Sombra Solar Energy Centre,42.7108,-82.4617,20
4162,solar,Sotsukozawa Solar Farm,40.7312,141.0782,34
4163,solar,Souk Ahras solar farm,36.2864,7.9511,15
4164,solar,South Creake solar farm,52.8619,0.7713,26
4165,solar,Southampton Solar,36.614,-77.166,100
4166,solar,Southfork Solar,27.5732,-82.1914,74
4167,solar,Southgate Solar,44.1019,-80.7494,50
4168,solar,Southwick Estate solar farm,50.8844,-1.0813,48
4169,solar,Soutpan solar farm,-22.9935,29.2501,31
4170,solar,Sp Infra 1 solar farm,11.5624,108.8804,50
4171,solar,Sparta Solar,28.6553,-98.0014,250
4172,solar,Spectrum Solar Power Project,36.23,-114.87,30
4173,solar,Speedway Solar,35.218,-80.536,23
4174,solar,Spex Solar Power Plant solar farm,38.8897,-6.2859,30
4175,solar,Speyslaw solar farm,57.6824,-3.1996,20
4176,solar,Spring Grove I solar farm,37.1739,-76.9192,98
4177,solar,Springbok solar farm,35.1712,-118.002,90
4178,solar,Springbok solar farm,35.2492,-117.955,105
4179,solar,Springbok solar farm,35.25,-117.977,155
4180,solar,Sprng Agnitra solar farm,14.52,77.71,250
4181,solar,Sprng Photovoltaic solar farm,27.3801,72.23,50
4182,solar,Sprng Soura Kiran solar farm,14.46,78.78,250
4183,solar,Sprng Suryoday Energy solar farm,18.2,78.3,34
4184,solar,Sprng Transform Sun Energy solar farm,16.47,77.93,100
4185,solar,Sr Hazlehurst solar farm,31.8103,-82.575,20
4186,solar,Srepok 1 solar farm,12.8789,107.7124,50
4187,solar,Sriram - Telangana solar farm,17.4086,78.5986,22
4188,solar,Sriram solar farm,14.8221,78.2817,23
4189,solar,St. James Solar,29.9734,-90.7335,20
4190,solar,St. Joseph Solar,41.7311,-86.1083,20
4191,solar,Stadskanaal solar farm,53.0097,6.942,101
4192,solar,Stanly Solar,35.2897,-80.2356,50
4193,solar,Stardale solar farm,45.4962,-74.5232,33
4194,solar,Starokozache solar farm,46.344,30.004,43
4195,solar,Staromaryevskaya solar farm,44.8633,43.4407,25
4196,solar,Stateline Solar,35.6,-115.4,148
4197,solar,Staughton Airfield solar farm,52.2418,-0.3596,51
4198,solar,Sterling & Wilson (Adani) I solar farm,17.5897,77.81,50
4199,solar,Sterling & Wilson (Adani) II solar farm,17.5897,77.81,25
4200,solar,Stillwater Facility solar farm,39.542,-118.56,20
4201,solar,Stillwater Facility solar farm,39.5475,-118.556,22
4202,solar,Stony Knoll Solar,36.288,-80.656,23
4203,solar,Stowbridge solar farm,52.329,0.2182,24
4204,solar,Strasskirchen solar farm,48.8046,12.7574,54
4205,solar,Strathmore Solar,51.0289,-113.366,41
4206,solar,Strensham Solar,52.06,-2.1452,40
4207,solar,Stroud Solar Station,36.5314,-120.107,20
4208,solar,Stuttgart Solar,34.4397,-91.44,81
4209,solar,Su Scioffu solar farm,39.4129,8.968,20
4210,solar,Sudair Solar PV Project,25.7453,45.6468,1500
4211,solar,Suffield Cypress solar farm,50.2774,-111.277,23
4212,solar,Sugar Solar,36.1607,-80.6574,60
4213,solar,Sulphur Springs solar farm,32.0628,-109.919,20
4214,solar,Summer Solar,34.7147,-118.311,20
4215,solar,Summit Farms Solar,36.4765,-76.136,62
4216,solar,Sumrall solar farm,31.3971,-89.4859,52
4217,solar,Sumrall solar farm,31.4035,-89.4976,52
4218,solar,Sun City Project solar farm,35.9831,-120.11,20
4219,solar,Sun Metals Solar,-19.3355,146.8885,117
4220,solar,Sun Streams 2 solar farm,33.3204,-112.817,150
4221,solar,Sun Streams solar farm,33.3488,-112.835,160
4222,solar,Sunbrone solar farm,17.4086,78.5986,45
4223,solar,Sundorne Grove solar farm,52.7349,-2.708,20
4224,solar,Sunflower County solar farm,33.7578,-90.5365,100
4225,solar,Sungai Petani solar farm,5.6135,100.4524,29
4226,solar,Sungai Siput solar farm,4.8714,101.0774,49
4227,solar,Sunny Solar Fukushima Central Plant,37.2982,140.4464,26
4228,solar,Sunport Delfzijl solar farm,53.3016,6.9567,30
4229,solar,Sunray 2 solar farm,34.8634,-116.828,20
4230,solar,Sunraysia solar farm,-34.8215,143.5092,228
4231,solar,Sunshine Energy Yusui solar farm,31.9923,130.7244,26
4232,solar,Sunshine Gateway Solar Energy Center,30.29,-82.75,74
4233,solar,Sunshine Harlin solar farm,-26.9506,152.4154,500
4234,solar,Sunshine Valley Solar,36.518,-116.497,104
4235,solar,Suntop Solar,-32.5742,148.8605,189
4236,solar,Surendranagar (Avaada) solar farm,22.9896,71.4664,300
4237,solar,Surendranagar (Samta) solar farm,22.9896,71.4664,25
4238,solar,Surendranagar (Talma) solar farm,22.9896,71.4664,25
4239,solar,Suria Sungai Petani solar farm,5.6503,100.6094,116
4240,solar,Susan River Solar,-25.4203,152.742,85
4241,solar,Sutiakhali solar farm,24.7069,90.4567,50
4242,solar,Suvaan solar farm,18.635,73.849,138
4243,solar,Suzak solar farm,45.1678,67.4951,63
4244,solar,Suzuran Kushiro Town Solar Power Plant,43.0375,144.4377,92
4245,solar,Svay Rieng solar farm,11.0691,106.1436,26
4246,solar,Svetlinskaya solar farm,50.8465,60.8851,25
4247,solar,Svinningegarden solar farm,55.6887,11.706,34
4248,solar,Sweetbay Solar Center,27.0601,-80.4745,74
4249,solar,Sweetwater Solar,41.6291,-109.683,92
4250,solar,Sycamore solar farm,50.9924,0.8762,20
4251,solar,Syuejia solar farm,23.9739,120.982,75
4252,solar,São Gonçalo Solar Park,-10.1284,-45.2986,35
4253,solar,São Gonçalo Solar Park,-10.1235,-45.2886,35
4254,solar,São Gonçalo Solar Park,-10.1234,-45.2931,35
4255,solar,São Gonçalo Solar Park,-10.1205,-45.2969,50
4256,solar,São Gonçalo Solar Park,-10.1203,-45.2846,35
4257,solar,São Gonçalo Solar Park,-10.119,-45.281,43
4258,solar,São Gonçalo Solar Park,-10.1161,-45.2738,43
4259,solar,São Gonçalo Solar Park,-10.1146,-45.3006,46
4260,solar,São Gonçalo Solar Park,-10.1129,-45.2915,50
4261,solar,São Gonçalo Solar Park,-10.1117,-45.2659,43
4262,solar,São Gonçalo Solar Park,-10.1109,-45.2792,43
4263,solar,São Gonçalo Solar Park,-10.1077,-45.2997,50
4264,solar,São Gonçalo Solar Park,-10.107,-45.27,43
4265,solar,São Gonçalo Solar Park,-10.1058,-45.2788,50
4266,solar,São Gonçalo Solar Park,-10.0991,-45.2815,46
4267,solar,São Gonçalo Solar Park,-10.0979,-45.263,50
4268,solar,São Gonçalo Solar Park,-10.0965,-45.2744,50
4269,solar,São Gonçalo Solar Park,-10.0916,-45.2644,46
4270,solar,São Pedro Solar Plant,-13.3227,-43.2951,34
4271,solar,Sê San 4 solar farm,14.3615,108.0039,49
4272,solar,Sơn Mỹ solar farm,10.6587,107.6686,50
4273,solar,TA-High Desert solar farm,34.7089,-118.305,20
4274,solar,TS Minpoor solar farm,17.7265,78.0066,65
4275,solar,TS solar farm,17.7019,77.8142,130
4276,solar,TTC No. 1 solar farm,11.0311,106.3618,69
4277,solar,TTC No. 2 solar farm,11.0311,106.3618,50
4278,solar,TTCIZ solar farm,11.3765,106.1286,119
4279,solar,TWE Bowman Solar Project,33.3162,-80.6824,75
4280,solar,Ta-Acacia solar farm,34.6892,-118.325,20
4281,solar,Tacna Solar PV Plant,-17.993,-70.3367,22
4282,solar,Tahara Solar Wind Power Station,34.7141,137.2684,50
4283,solar,Tahara solar farm,34.6916,137.244,41
4284,solar,Tahara solar farm,34.7202,137.2855,40
4285,solar,Tai Durango solar farm,24.158,-104.462,132
4286,solar,Tailem Bend solar farm,-35.2708,139.4924,108
4287,solar,Tainan Salt Fields solar farm,23.9739,120.982,150
4288,solar,Tainan Solar Power City solar farm,23.9739,120.982,512
4289,solar,Taisugar Cigu Optoelectronics solar farm,23.9739,120.982,216
4290,solar,Takahagi Arakawa Solar Power Plant,36.7026,140.7134,25
4291,solar,Takataya Hibiki solar farm,33.921,130.771,43
4292,solar,Takayama Village Solar Power Plant,36.611,138.971,31
4293,solar,Talasol solar farm,39.7171,-6.2859,300
4294,solar,Talaván solar farm,39.7172,-6.2765,28
